Date,Startup Name,Industry Vertical,SubVertical,Location,Investors Name,InvestmentnType,Amount
2015-09-22,Villfar,Sustainable Agri-Inputs Firm,,Bangalore,"R ramaraj,Rianta capital,Sunil edwards,Unitus seed fund",Seed Funding,0.0
2015-09-21,Lafalafa,Coupons And Cashback Aggregator App,,Mumbai,500 startups,Seed Funding,1.03
2015-09-21,Portea medical,Home Medical Care Services,,Bangalore,"Accel partners,International finance corporation (ifc),Qualcomm ventures,Ventureast",Private Equity,309.38
2015-09-21,Connectabank,Financial Products Lead Generation Platform,,Mumbai,Prakhar bumb,Seed Funding,0.0
2015-09-21,Neotrade analytics,Real-Time Stock Data Platform,,Bangalore,Rainmatter,Seed Funding,1.94
2015-09-21,Dishc,Food Discovery & Table Booking App,,Mumbai,"Anand mahindra,Ashish hemrajani,Sanjeev mehra,Uday punj",Seed Funding,0.0
2015-09-19,Dailyninja,Hyperlocal Delivery Platform,,Bangalore,",Afsal salu,Aprameya radhakrishna,Naman sarawagi",Seed Funding,0.0
2015-09-18,Plabr,Real Estate Broker Platform App,,New Delhi,"Outbox ventures,Sachin bansal & binny bansal,Sangram singh,Sol primero",Seed Funding,2.89
2015-09-18,Curejoy,Online Health & Wellness Platform,,Bangalore,"Accel partners,Larry braitman,Subrata mitra,Venk krishna",Private Equity,9.49
2015-09-18,Briston technomach,Internet Of Things Platform,,New Delhi,Undisclosed,Seed Funding,1.24
2015-09-18,Labstreet,Diagnostic Labs Aggregator Platform,,Gurgaon,Multiple investors,Seed Funding,1.24
2015-09-17,Unilog,Ecommerce Data Analytics Platform,,Bangalore,Kalaari capital,Private Equity,0.0
2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,0.0
2015-09-17,Yepme,Private Label Fashion Etailer,,Gurgaon,"Helion venture partners,Khazanah nasional berhad",Private Equity,618.75
2015-09-17,Buen,Online Food Ordering & Delivery,,Gurgaon,High networth individuals (no details),Seed Funding,4.95
2015-09-16,Chaipoint,Food Subscription Platform,,Bangalore,Eight roads ventures,Private Equity,82.5
2015-09-16,Wedmegood,Wedding Planning Platform,,Gurgaon,Indian angel network,Seed Funding,3.38
2015-09-16,Xstok,B2B Mobile Auction Marketplace,,Mumbai,Oliphans capital,Seed Funding,3.71
2015-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan nilekani,Seed Funding,0.0
2015-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman ventures,Private Equity,16.5
2015-09-15,Moengage,Mobile Marketing Automation Platform,,Bangalore,"Exfinity ventures,Helion venture partners",Private Equity,35.06
2015-09-15,Tea trails,Chain Of Tea Caf\\Xc3\\Xa9\\Xe2\\X80\\X99S,,Mumbai,"Anil matai,Shyam sundar r & others,Vikram tandon",Seed Funding,8.25
2015-09-15,Fyne,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep dama & others,Seed Funding,0.0
2015-09-15,Room on call,Branded Budget Hotel Marketplace,,Noida,Payal syal,Seed Funding,2.48
2015-09-14,Ola cabs,Cab Rental Mobile App,,Bangalore,"Falcon edge capital,Ny based hedge fund,Softbank,Tiger global",Private Equity,1856.25
2015-09-14,Ue life sciences,Early Cancer Detection Solutions,,US/India,"Aarin capital,Unitus seed fund",Private Equity,24.75
2015-09-14,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight roads ventures,Private Equity,74.25
2015-09-14,Canvasflip,Mobile App Testing Platform,,Hyderabad,Bessemer venture partners,Seed Funding,9.9
2015-09-12,Yatragenie,Online Bus & Cab Ticketing Platform,,Hyderabad,Ash bhardwaj,Private Equity,0.0
2015-09-12,Credr,Used Vehicles Marketplace,,Mumbai,Eight road ventures,Private Equity,123.75
2015-09-11,Renomania,Home Design & D\\Xc3\\Xa9Cor Platform,,New Delhi,Subodh gupta,Seed Funding,0.0
2015-09-11,Envoged,Pre-Used Luxury Item Marketplace,,Mumbai,"Ankush nijhawan,Gaurav bhatnagar,Manish dhingra",Seed Funding,0.0
2015-09-11,Fitmein,Gym & Fitness Studios Subscription Platform,,New Delhi,Green house ventures,Seed Funding,0.82
2015-09-10,Industrybuying,Industrial Tools Marketplace,,New Delhi,"Beenextan investment fund,Kalaari capital,Saif partners",Private Equity,75.9
2015-09-10,Onlinetyari,Multilingual Test Preparation Platform,,Gurgaon,"500 startups,Aloke bajpai,Tandem capital,Tv mohandas pai,Vikram chachra",Private Equity,6.35
2015-09-10,The/nudge foundation,Non Profit Organization To Alleviate Poverty,,Bangalore,"Inmobi,Nanadan nilekani,Paytm",Seed Funding,2.6
2015-09-08,Reportbee,Smart Report Cards For Schools,,Chennai,India educational investment fund,Seed Funding,0.0
2015-09-08,Mockbank,Government Test Preparation Platform,,Bangalore,Blume ventures,Seed Funding,3.3
2015-09-08,Gurug learning,Teacher Empowerment Platform,,Bangalore,India educational investment fund,Seed Funding,0.0
2015-09-07,Sahayog dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen fund,Private Equity,14.85
2015-09-07,Zomat,Restaurant Ratings & Reviews Platform,,Gurgaon,"Temasek,Vy capital",Private Equity,495.0
2015-09-07,Proz,Study Material Marketplace,,New Delhi,"Dinesh kundu & others,Nalin jain,Shomil pant",Seed Funding,1.69
2015-09-07,Youthkiawaaz,Community Driven News/Views Platform,,New Delhi,"Raghav bahl,Ritu kapur",Seed Funding,4.95
2015-09-04,Roomcentral,Cloud-Based Hotel Booking Platform,,Bangalore,Karanpal singh,Seed Funding,16.5
2015-09-04,Blubox,Ecommerce Brands\\Xe2\\X80\\X99 Full Service Agency,,Mumbai,Ashish jhalani,Seed Funding,0.82
2015-09-04,Clapsnslaps,Online Movie Review Platform,,Mumbai,R m picture company pvt. ltd.,Seed Funding,1.24
2015-09-03,Hijinny,Beauty & Wellness Services Marketplace,,Mumbai,Cmyk health boutique pvt ltd & other individual investors,Seed Funding,0.0
2015-09-03,Vistaar finance,Small Business Financing (Nbfc),,Bangalore,"Elevar equity,Lok capital,Omidyar network,Saama capital,Westbridge capital",Private Equity,330.0
2015-09-03,Meradoctor,Doctor Consultancy Mobile App,,Mumbai,India quotient & other investors,Seed Funding,0.0
2015-09-03,Jobspire,Job Search Platform,,Bangalore,Purvi capital,Seed Funding,2.15
2015-09-02,Holachef,Food Delivery Platform,,Mumbai,Ratan tata,Private Equity,0.0
2015-09-02,Capillary tech,Cloud Software Solutions,,New Delhi,"Norwest venture partners,Sequoia capital,Warburg pincus",Private Equity,371.25
2015-09-02,Zivame,Online Lingerie Marketplace,,Bangalore,"Khazanah nasional berhad,Zodius technology fund",Private Equity,330.0
2015-09-01,Luxuryhues,Luxury Goods\\Xc2\\Xa0 Shopping Platform,,Gurgaon,Reliance capital,Private Equity,7.42
2015-09-01,Stylecracker,Personalized Styling Platform,,Mumbai,Group of hni investors,Private Equity,8.25
2015-09-01,Fxmartindia,Payment Services Platform,,Chandigarh,Flipkart,Private Equity,0.0
2015-09-01,Tofl,Fintech Startup Incubation Platform,,Mumbai,Tania johny palathinkal,Seed Funding,0.82
2015-08-31,Infinite analytics,Big Data & Predictive Analysis Platform,,Mumbai,"Nikhil vora & others,Ratan tata",Private Equity,0.0
2015-08-31,Reverie,Language Localization Cloud Platform,,Bangalore,"Aspada investment advisors,Qualcomm ventures",Private Equity,33.0
2015-08-31,Dropkaffe,Online Coffee Delivery Platform,,Bangalore,"Manish singhal,P39 capital & others",Seed Funding,2.48
2015-08-29,Iamwire,Digital Media Publishing Platform,,Gurgaon,"Draphant consultants,Li jian,Li tao,Mohit agarwal,Nitin garg,Saurabh jain",Seed Funding,0.0
2015-08-28,Rollmafia,Qsr Restaurant Chain,,Pune,Equentia natural resources,Seed Funding,1.32
2015-08-28,Vy,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket internet,Private Equity,16.5
2015-08-28,Betterbutter.in,Online Recipe Sharing Platform,,New Delhi,"Growx ventures,Manish singhal",Seed Funding,0.0
2015-08-27,Instasafe,Private Cloud Networks Saas Platform,,Bangalore,Group of investors,Seed Funding,0.0
2015-08-27,Eazy coach,Education Marketplace,,Kolkata,Ravi agarwal,Seed Funding,0.0
2015-08-27,Djub,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo group,Private Equity,0.0
2015-08-26,Foodtalkindia,Online Food Community Platform,,Gurgaon,Undisclosed investor,Seed Funding,4.12
2015-08-26,Ezysolare,Solar Products And Services Marketplace,,Ahmedabad,Infuse ventures,Seed Funding,0.0
2015-08-26,Belita,On-Demand Beauty Service,,Mumbai,"India quotient,Lead angels,Letsventure investors",Seed Funding,3.3
2015-08-26,Pickmylaundry,On-Demand Washing & Dry-Cleaning,,New Delhi,Ghv accelerator,Seed Funding,0.82
2015-08-25,Icustommadeit,Professional Custom Creators Marketplace,,Pune,Group of angel investors,Seed Funding,2.06
2015-08-25,Revx,Cross-Channel Crm Platform,,Mumbai,"Draper fisher jurvetson,Helion venture partners,Nexus venture partners,Norwest venture partners,Peepul capital",Private Equity,33.0
2015-08-25,Eazydiner,Restaurant Reservation Platform,,Gurgaon,"Dsg consumer partners,Saama capital",Private Equity,24.75
2015-08-25,Qyk app,On-Demand App Based Professional Service Provider,,Bangalore,"And sahil barua,Growx ventures,Powai lake ventures,Tracxn labs",Private Equity,8.25
2015-08-24,Rbus,Tech Enabled Ac Bus Service,,Mumbai,"Anupam mittal & others,India quotient",Seed Funding,0.0
2015-08-24,Izofy,Scientific Horoscope Online Assistance Platform,,Kolkata,Prime capital markets ltd,Seed Funding,0.0
2015-08-24,Bookmein,Professional Service Appointment Booking Service,,Mumbai,Ajmera group of companies,Seed Funding,3.3
2015-08-24,Jolly food fellow,Food Customer Analytics Platform,,Ahmedabad,The 1947,Seed Funding,2.48
2015-08-21,Epoise,Job Search Platform,,Bangalore,"Amit ranjan & others,Orios venture partners",Seed Funding,4.12
2015-08-20,Bluegape,Visual Blogging Platform,,New Delhi,"Ah! ventures,Rudy gopalakrishnan,Times internet",Seed Funding,4.95
2015-08-20,Flatpebble,Online Marketplace For Photographers,,Hyderabad,Indian angel network,Seed Funding,4.95
2015-08-20,Labsadvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of angel investors,Seed Funding,1.29
2015-08-19,Mebelkart,Online Furniture Marketplace,,Bangalore,Askme,Private Equity,165.0
2015-08-19,Envoged,Pre-Owned Luxury Online Apparel Seller,,Mumbai,"Ankush nijhawa,Gaurav bhatnagar,Manish dhingra",Seed Funding,0.0
2015-08-19,Timesaverz,"Hyperlocal Maintenance, Repair & Cleaning Services",,Mumbai,Unilazer ventures,Private Equity,19.8
2015-08-19,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh yadav,Seed Funding,0.0
2015-08-18,Idfy,Online Identity Verification Services Platform,,Mumbai,"Blume ventures & others,Nea",Private Equity,0.0
2015-08-18,Twyst,Location Based Engagement & Rewards Platform,,Gurgaon,"Rohit bhatia,Siddharth nautiyal,Sunil nikhar,Vaibhav domkundwar",Seed Funding,0.0
2015-08-18,Hyperverge,Deep Learning Cloud Algorithms,,Chennai,"Milliways ventures,Naya ventures,Nea",Seed Funding,8.25
2015-08-18,Intelligencenode,Data Analytics Platform,,Mumbai,"New enterprise associates,Orios venture partners",Private Equity,34.65
2015-08-18,Ropos,Fashion Discovery Platform,,Gurgaon,Tiger global,Private Equity,123.75
2015-08-18,Zoojoo.be,Corporate Wellness App,,Bangalore,Roundglass partners,Private Equity,8.25
2015-08-17,Edu4share,Exam Preparation Platform,,New Delhi,Nalin jain & other angel investors,Seed Funding,1.81
2015-08-17,Gadgets 360,Car & Bike Ecommerce Platform,,New Delhi,One97 communications,Private Equity,0.0
2015-08-17,Shadowfax,On-Demand Delivery Service,,Gurgaon,"Kunal bahl,Prashant malik,Rohit bansal,Zishaan hayath",Seed Funding,2.56
2015-08-17,Msm box,Beauty & Lifestyle Platform,,New Delhi,Rohit goel,Seed Funding,0.0
2015-08-17,Fixy,On Demand Cleaning & Fixing Services,,Mumbai,Venturenursery,Seed Funding,0.0
2015-08-17,Orobind,App Based Fitness Coaching,,Bangalore,Existing & new investors,Private Equity,0.0
2015-08-17,Sampurnearth,Waste Management Solutions,,Mumbai,"Family office fund,Intellecap impact investment network",Seed Funding,1.32
2015-08-17,Yourstory,Startup Focused Online Publisher,,Mumbai,"Karthee madasamay,Ratan tata,T v mohandas pai,Vani kola",Seed Funding,0.0
2015-08-14,Voxweb,Picture Based Social App,,Mumbai,Jitendra gupta & others,Seed Funding,0.82
2015-08-14,Vanitycube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,0.0
2015-08-14,Trukky,Logistics Service Platform,,Ahmedabad,"Gujarat based angel investors,Mmy co-founder",Seed Funding,2.02
2015-08-13,Etaout,Ecommerce Marketing Software Platform,,Noida,"Amit ranjan,Girish mathrubootham & group of other angel investors,Kunal bahl,Vijay shekhar sharma",Seed Funding,4.12
2015-08-13,Ifmr holdings,Financial Inclusion Platform,,Chennai,"Accion,Leapfrog investments,Lok capital",Private Equity,206.25
2015-08-13,Massblurb,Digital Marketing Automation Solution,,Mumbai,"Letsventure,Mumbai angels",Seed Funding,0.0
2015-08-13,Agrostar,Mobile Commerce For Farmers,,Pune,Idg ventures,Private Equity,33.0
2015-08-12,Scripbox,Mutual Fund Investing Platform,,Bangalore,"Accel partners,Deep kalra,Mohit gupta,Rajesh magow,Shamik sharma",Private Equity,20.62
2015-08-12,Bigbasket,Online & Mobile Grocery Store,,Bangalore,Bessemer venture partners,Private Equity,412.5
2015-08-12,Oneassist,Credit Card Fraud Protection Solutions,,Mumbai,"Lightspeed ventures,Sequoia capital",Private Equity,61.88
2015-08-12,Sheroes,Career Community For Women,,Noida,"500 startups,Quintillion media",Seed Funding,6.35
2015-08-11,Livspace,Home Design & D\\Xc3\\Xa9Cor Solutions,,Bangalore,"Helion ventures,Jungle ventures & bessemer venture partners",Private Equity,66.0
2015-08-11,Infogain,Business And It Consulting,,New Delhi / US,Chryscapital,Private Equity,519.75
2015-08-11,Allygrow technologies,Engineering Services Company,,Mumbai,Zodius technology fund,Private Equity,165.0
2015-08-11,Raincan,Subscription Based Online Grocery Platform,,Pune,Ajeet khurana & others,Seed Funding,0.82
2015-08-11,Wow! momo,Quick Service Restaurant Chain,,Kolkata,Indian angel network,Seed Funding,13.2
2015-08-10,Grey orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger global management,Private Equity,247.5
2015-08-10,Inkmonk,Online Printing Marketplace,,Chennai,"Girish mathrubootham,Others from letsventure,Phanindra sama,Vikram chachra",Seed Funding,2.06
2015-08-10,Nearbuy (previously groupon india),Hyper-Local Ecommerce,,New Delhi,Sequoia capital,Private Equity,132.0
2015-08-10,Mypoolin,Mobile Social Network,,New Delhi,Qprize from qualcomm ventures,Seed Funding,2.06
2015-08-10,Actionable analytics,Machine Learning Platform,,New Delhi/ Houston,"B m gupta,Vinod singhal",Seed Funding,0.0
2015-08-10,Esadar,E-Commerce,,New Delhi,"Gaurav vats,Neha vats",Seed Funding,0.66
2015-08-10,Mytaxiindia,Taxi Rental Platform,,Gurgaon,",Nihon kotsu",Private Equity,4.12
2015-08-10,Tonetag,Mobile Payment Software Platform,,Bangalore,Reliance capital venture,Private Equity,8.25
2015-08-07,Iorderfresh,Grocery Retail Mobile App,,New Delhi,Best foodworks,Seed Funding,0.0
2015-08-07,Storemore.in,Self-Storage Spaces,,Noida,Bedrock ventures,Seed Funding,0.0
2015-08-07,Easyrewardz,Loyalty Programs & Reward Points,,Mumbai,"Ashneer grover,Atul phadnis,Wealth first",Private Equity,4.12
2015-08-07,Carl's jr,Fast Food Chain Franchisee,,Gurgaon,Youwecan ventures,Seed Funding,5.2
2015-08-07,Gibss,Energy Saving Solutions Provider,,Mumbai,"Infuse ventures,Responsability investments",Private Equity,0.0
2015-08-06,Ndtv ecommerce venture,Car & Bike Ecommerce Platform,,Mumbai,"Hiro mashita,Inflexionpoint,Pramod bhasin,Sixth sense ventures,Vindi banga",Private Equity,0.0
2015-08-06,Ezetap,Mobile Based Pos Solution,,Bangalore,"Berggruen holdings,Capricorn investment group,Helion advisors,Horizons ventures,Social+capital",Private Equity,206.25
2015-08-06,Kett,Crowd Funding Platform,,Mumbai,"Ah! ventures,Calcutta angels,Chennai angels,India internet fund,Indus age partners,Intellecap impact investment network,Letsventure,Singapore angel network",Seed Funding,5.78
2015-08-06,Wetravelsol,Travel Community Platform,,New Delhi,"Ccube angels,Frontline strategy",Seed Funding,0.0
2015-08-06,Loudshout,Anonymous Bulletin Board App,,New Delhi,"Ravi jaipuria & others,Sanjay sethi",Seed Funding,0.0
2015-08-06,Pract,Doctor Appointment Booking App,,Bangalore,"Altimeter capital,Google capital,Matrix partners,Sequoia capital,Sequoia capital global equities,Sofina,Yuri milner",Private Equity,742.5
2015-08-06,Appvigil,App Security\\Xc2\\Xa0 Testing Platform,,Mumbai,"Gaurav sharma,Ravi gururaj,Ripplewave,Viswanath ramachandran",Seed Funding,4.12
2015-08-06,Klozee,Luxury Apparel Rental,,Bangalore,Tracxn labs,Seed Funding,0.0
2015-08-05,Doormint,Hyperlocal Handyman Services,,Mumbai,"Helion venture partners,Kalaari capital",Private Equity,24.75
2015-08-05,Letstransport,Logistics Tech Platform,,Bangalore,"Ankush nijhawan,Gaurav bhatnagar,Manish dhingra,Rebright partners",Seed Funding,10.72
2015-08-05,Zo rooms,Online Budget Hotel Chain,,New Delhi,"Orios venture partners,Tiger global management",Private Equity,247.5
2015-08-05,Grex,Fund Raising Platform For Startups,,Pune,"Chandru badrinarayanan,Kunal bajaj",Seed Funding,5.36
2015-08-05,Nightstay,Hotel Booking App,,Noida,"Bedrock ventures,Rajesh sawhney,Shailesh singh",Seed Funding,4.12
2015-08-05,Sunday realty solutions,Tech Platform For Property Brokers,,Mumbai,"Jay srinivasan,Ramesh jogani,Shailesh viswanathan",Seed Funding,6.48
2015-08-05,Zocal,Rental Accomodation Finder,,New Delhi,"Rajesh sawhney,Sachin bhatia",Seed Funding,0.0
2015-08-04,Picking,On-Demand Delivery Logistics,,New Delhi,"Orios venture partners,Zishaan hayath",Private Equity,10.72
2015-08-03,Jusride,Self Driven Car Rental,,Mumbai,"Alok mittal,Anirudh damani,Nikunj jain,Niraj singh,Punit goyal,Zeeshan hayat",Seed Funding,0.0
2015-08-03,Connect india,Ecommerce Logistics Provider,,New Delhi,Aavishkaar,Private Equity,41.25
2015-08-03,The home salon,On-Demand Home Beauty And Wellness Portal,,Mumbai,Venturenursery,Seed Funding,0.0
2015-08-03,Cuelearn,Tech-Enabled Learning,,New Delhi,Alok mittal,Seed Funding,0.0
2015-08-03,Oyorooms,Budget Hotel Accommodation Brand,,New Delhi,"Greenoaks capital,Lightspeed india,Sequoia capital,Softbank group",Private Equity,825.0
2015-08-03,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse ventures,Seed Funding,0.0
2015-08-03,Wizrocket,User Engagment & Analytics Platform,,Mumbai,"Accel partners,Sequoia capital",Private Equity,79.2
2015-08-01,Ressy,Restaurant Discount App,,Pune,Mohandas pai & others,Seed Funding,3.3
2015-08-01,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba,Foxconn,Softbank",Private Equity,4125.0
2015-07-31,Bona vita,Travel Tech,,Gurgaon,Makemytrip,Private Equity,41.25
2015-07-31,Proth,Hasbro Toy Manufacturer,,Pune,Oliphabs capital,Private Equity,16.5
2015-07-31,Tripfactory,Online Curated Holiday Package Bookings,,Bangalore,",Aarin capital partners",Private Equity,0.0
2015-07-31,Lazylad,Hyperlocal Grocery App,,Gurgaon,"Hirokazu,Jai choi,Kiyohiro sugashita",Private Equity,4.12
2015-07-30,Droom.in,Used Vehicle Marketplace,,New Delhi,"Beenos,Lightbox ventures",Private Equity,132.0
2015-07-30,Pipa bella,Online Jewelry Store,,Mumbai,Lionrock capital,Private Equity,4.95
2015-07-30,Pragmatix,Business Intelligence & Analytics,,Mumbai,Sidbi venture capital ltd,Private Equity,19.8
2015-07-30,Cartisan,On-Demand Car Services App,,Bangalore,"Aprameya radhakrishna,Youwecan ventures",Seed Funding,0.0
2015-07-30,Madrat games,Educational Board Games,,Bangalore,"Kunal bahl,Rohit bansal",Seed Funding,1.39
2015-07-30,Wassup,On-Demand Laundry & Dry Cleaning App,,Chennai,B s nagesh,Private Equity,0.0
2015-07-30,Noodle play,Chinese Food Delivery,,Mumbai,"Ambarish ray,Elliot stechman,Gautam sinha",Seed Funding,1.39
2015-07-29,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek gupta,Private Equity,9.9
2015-07-29,Zovi.com / little app,Hyperlocal Deals Marketplace,,Bangalore,"Paytm,Saif partners,Tiger global management & others",Private Equity,412.5
2015-07-29,Truehb,Medical Tech Instruments,,New Delhi,"Gurpreet singh & others,Malvinder and shivinder singh,Sachin and binny bansal",Seed Funding,19.8
2015-07-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Idg ventures india,Mohandas pai,Omidyar network,Sherpalo ventures",Private Equity,16.5
2015-07-28,Zoctr,Health-Tech Platform,,Mumbai,"Krishan gupta & others,Sandeep parwal",Seed Funding,8.25
2015-07-28,Opini,Hyperlocal Food & Grocery Store,,Bangalore,"Accel partners,Traxcn labs & others",Seed Funding,10.72
2015-07-28,Flipkart,Online Marketplace,,Bangalore,Steadview capital and existing investors,Private Equity,5775.0
2015-07-28,Pepperfry,Online Home D\\Xc3\\Xa9Cor Marketplace,,Mumbai,"Bertelsmann india investments norwest venture partners.,Goldman sachs,Zodius technology fund",Private Equity,825.0
2015-07-27,Townrush,B2B Logistics Delivery Platform,,Bangalore,Lightspeed venture partners,Seed Funding,0.0
2015-07-27,Managemyspa,Spa & Salon Management Software,,Hyderabad,Accel partners,Private Equity,49.5
2015-07-27,Locus,Logistics Automation Platform,,Bangalore,"Growx ventures,Manish singhal",Seed Funding,0.0
2015-07-27,Bevy,Online Hiring Platform,,Bangalore,Varun agarwal & others,Seed Funding,0.0
2015-07-25,Credr,Used Bikes Marketplace,,Mumbai,Fidelity growth partners,Private Equity,123.75
2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian angel network,Seed Funding,0.0
2015-07-24,Broex,Real Estate Broker Network App,,Gurgaon,Lightspeed india,Private Equity,8.25
2015-07-23,Jetsetg,Private Jet/ Helicopter Marketplace,,New Delhi,Yourwecan ventures,Seed Funding,0.0
2015-07-23,Quikr,Online & Mobile Classified Listings,,Mumbai,"Ab kinnevik,Coatue management,Falcon edge capital",Private Equity,495.0
2015-07-23,Fitternity,Fitness Marketplace,,Mumbai,Exfinity venture partners,Private Equity,8.25
2015-07-23,Holidayiq,Travel Information Portal,,Bangalore,Makemytrip,Private Equity,123.75
2015-07-23,Medgenome,Clinical Genomics Provider,,Bangalore,Sequoia capital,Private Equity,165.0
2015-07-23,Icrushiflush,Casual Dating App,,Mumbai,Idg ventures india,Seed Funding,0.0
2015-07-23,Myonst,Online Grocers,,Ahmedabad,Jayant bokadia,Seed Funding,2.64
2015-07-23,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart,Tiger global",Private Equity,105.19
2015-07-22,Degustibus,Fine Dining Restaurant Chain,,Mumbai,India value fund advisors,Private Equity,247.5
2015-07-22,Iqlect,Big Data & Analytics Platform,,Bangalore,Exfinity venture partners,Private Equity,16.5
2015-07-21,Joy by nature,Organic Food Ecommerce,,New Delhi,"Mumbai angels,Others,Vriddhi fund",Private Equity,8.25
2015-07-21,Zenradius,Online Hiring Platform,,Bangalore,"Deepak singh,Tracxn labs",Seed Funding,0.0
2015-07-20,Zo rooms,Online Budget Hotel Chain,,New Delhi,"Orios venture partners.,Tiger global",Private Equity,123.75
2015-07-20,Innoviti,Payment Solutions Platform,,Bangalore,"Catamaran ventures,New india investment corporation",Private Equity,40.01
2015-07-17,Quikwallet,F&B Sector Mobile Payment Platform,,Mumbai,Snow leopard technology ventures,Private Equity,13.2
2015-07-17,Omnikart,Industrial Supplies B2B Ecommerce,,Mumbai,"Manish gandhi,Sumit gandhi",Seed Funding,0.82
2015-07-16,Kett,Crowd Funding Platform,,Mumbai,"Pradyumna dalmia,Sudhir rao & others",Seed Funding,5.78
2015-07-15,Oyo rooms,Budget Hotel Accommodation,,Gurgaon,"Sequoia capital,Softbank",Private Equity,825.0
2015-07-15,Mobikon,Restaurant Customer Engagement Platform,,Pune,Jungle ventures,Private Equity,18.98
2015-07-15,Instalively,Live Video Streaming App,,New Delhi,"Anand chandrasekaran,Anupam mittal,Chetan bhagat,Uday shankar",Seed Funding,0.0
2015-07-15,Roadrunnr,Hyper Local Logistics Platform,,Bangalore,"Blume ventures,Nexus venture partners,Sequoia capital",Private Equity,90.75
2015-07-14,Boxmyspace,Physical Storage Warehouses,,Mumbai,",Orios venture partners,Ritesh veera,Singapore angel network",Seed Funding,2.48
2015-07-14,Mysmartprice,Online Comparison Engine,,Hyderabad,"Accel partners,Helion venture partners",Private Equity,82.5
2015-07-14,Wowexpress,Tech Enabled Logistics Platform,,Mumbai,Tamarind family private trust,Seed Funding,4.12
2015-07-14,Hackerrank,Tech Recruitment Platform,,Bangalore,Hr technology fund,Private Equity,61.88
2015-07-14,Wickedride,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,6.52
2015-07-08,Ampere,Electric Scooter Manufacturer,,Coimbatore,Ratan tata,Seed Funding,0.0
2015-07-08,Quint,Food Discovery App,,Pune,Jaydeep barman,Seed Funding,0.0
2015-07-08,Saavn,Music Streaming App,,Mumbai,"Bertelsmann india,Liberty media,Mousse partners,Quilvest,Steadview capital,Tiger global management",Private Equity,825.0
2015-07-08,Axtria,Big Data & Analytics Platform,,India / US,"Amarpreet sawhney,Deshpande foundation,Fred khosravi,Helion venture partners,Richard s. braddock",Private Equity,247.5
2015-07-08,33coupons,Coupon Aggregator Platform,,Kanpur,Not disclosed,Seed Funding,0.17
2015-07-08,Flytxt,Big Data & Analytics Platform,,Mumbai / Global,"Big data investments b.v,Sunrise capital gmbh",Private Equity,90.75
2015-07-08,Hopping chef,Online Food-Tech Platform,,Mumbai,Mirah hospitality,Seed Funding,3.88
2015-07-08,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel partners,Private Equity,61.88
2015-07-08,Lendingkart,Online Finance Lending Platform,,Ahmedabad,"Ashvin chadha,Mayfield,Saama capital,Shailesh mehta",Private Equity,82.5
2015-07-08,Lybrate,Healthcare Mobile App,,New Delhi,"Nexus venture partners,Ratan tata,Tiger global management",Private Equity,84.15
2015-07-08,Zoomcar,Self-Driven Vehicle Rental,,Bangalore,"Empire angels,Ngp,Sequoia capital",Private Equity,90.75
2015-07-07,Liases foras,Real Estate Rating & Analysis,,New Delhi,Dmg information asia pacific,Private Equity,41.25
2015-07-07,Wudstay,Budget Accommodation Aggregator,,Gurgaon,"Mangroves capital partners,Vikas saxena",Private Equity,24.75
2015-07-07,Eatl,Food Delivery Platform,,Bangalore,"Abhishekh goyal,Globeinvestor,Powai lake ventures",Seed Funding,0.0
2015-07-07,Indialends,Financial Tech,,New Delhi,"Dsg consumer partners,Siddharth parekh",Private Equity,0.0
2015-07-06,Getnow,Hyperlocal Goods Marketplace,,Nagpur,Atulya mittal,Seed Funding,0.0
2015-07-06,Paper boat,Ethnic Beverages Manufacturer,,Gurgaon,"Hillhouse capital,Sofina",Private Equity,247.5
2015-07-06,Confirmttkt,Rail Ticket Confirmation Predictor,,Bangalore,Pravin agarwala & others,Seed Funding,0.0
2015-07-05,Urban tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,0.0
2015-07-04,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Ajeet khurana & others,Powai lake ventures",Seed Funding,3.26
